local,raca_cor,ano,genero,idade,taxa_ocupacao
Brasil,Ignorado,2022,Masc,50-59,"90,1%"
Brasil,Ignorado,2022,Masc,60-65,"96,5%"
Brasil,Ignorado,2022,Masc,66+,"97,2%"
Brasil,Ignorado,2022,Fem,14-19,"68,2%"
Brasil,Ignorado,2022,Fem,20-29,"83,8%"
Brasil,Ignorado,2022,Fem,30-39,"90,3%"
Brasil,Ignorado,2022,Fem,40-49,"92,6%"
Brasil,Ignorado,2022,Fem,50-59,"91,1%"
Brasil,Ignorado,2022,Fem,60-65,"96,9%"
Brasil,Ignorado,2022,Fem,66+,"99,1%"
Brasil,Ignorado,2022,Masc,Total,"92,2%"
Brasil,Ignorado,2022,Fem,Total,"89,3%"
Brasil,Ignorado,2022,Total,14-19,"76,3%"
Brasil,Ignorado,2022,Total,20-29,"85,8%"
Brasil,Ignorado,2022,Total,30-39,"93,4%"
Brasil,Ignorado,2022,Total,40-49,"92,5%"
Brasil,Ignorado,2022,Total,50-59,"90,6%"
Brasil,Ignorado,2022,Total,60-65,"96,6%"
Brasil,Ignorado,2022,Total,66+,"98,1%"
Brasil,Parda,2012,Total,Total,"91,5%"
Brasil,Parda,2012,Masc,14-19,"82,3%"
Brasil,Parda,2012,Masc,20-29,"90,4%"
Brasil,Parda,2012,Masc,30-39,"95,3%"
Brasil,Parda,2012,Masc,40-49,"96,2%"
Brasil,Parda,2012,Masc,50-59,"96,3%"
Brasil,Parda,2012,Masc,60-65,"96,5%"
Brasil,Parda,2012,Masc,66+,"98,3%"
Brasil,Parda,2012,Fem,14-19,"72,7%"
Brasil,Parda,2012,Fem,20-29,"84,2%"
Brasil,Parda,2012,Fem,30-39,"91,3%"
Brasil,Parda,2012,Fem,40-49,"93,7%"
Brasil,Parda,2012,Fem,50-59,"96,9%"
Brasil,Parda,2012,Fem,60-65,"97,8%"
Brasil,Parda,2012,Fem,66+,"99,2%"
Brasil,Parda,2012,Masc,Total,"93,1%"
Brasil,Parda,2012,Fem,Total,"89,1%"
Brasil,Parda,2012,Total,14-19,"78,6%"
Brasil,Parda,2012,Total,20-29,"87,8%"
Brasil,Parda,2012,Total,30-39,"93,6%"
Brasil,Parda,2012,Total,40-49,"95,2%"
Brasil,Parda,2012,Total,50-59,"96,5%"
Brasil,Parda,2012,Total,60-65,"96,9%"
Brasil,Parda,2012,Total,66+,"98,6%"
Brasil,Parda,2013,Total,Total,"91,4%"
Brasil,Parda,2013,Masc,14-19,"82,9%"
Brasil,Parda,2013,Masc,20-29,"89,9%"
Brasil,Parda,2013,Masc,30-39,"95,0%"
Brasil,Parda,2013,Masc,40-49,"96,2%"
Brasil,Parda,2013,Masc,50-59,"96,8%"
Brasil,Parda,2013,Masc,60-65,"96,9%"
Brasil,Parda,2013,Masc,66+,"99,2%"
Brasil,Parda,2013,Fem,14-19,"72,0%"
Brasil,Parda,2013,Fem,20-29,"84,2%"
Brasil,Parda,2013,Fem,30-39,"90,8%"
Brasil,Parda,2013,Fem,40-49,"94,2%"
Brasil,Parda,2013,Fem,50-59,"96,4%"
Brasil,Parda,2013,Fem,60-65,"97,7%"
Brasil,Parda,2013,Fem,66+,"97,8%"
Brasil,Parda,2013,Masc,Total,"93,1%"
Brasil,Parda,2013,Fem,Total,"89,0%"
Brasil,Parda,2013,Total,14-19,"78,6%"
Brasil,Parda,2013,Total,20-29,"87,5%"
Brasil,Parda,2013,Total,30-39,"93,2%"
Brasil,Parda,2013,Total,40-49,"95,4%"
Brasil,Parda,2013,Total,50-59,"96,7%"
Brasil,Parda,2013,Total,60-65,"97,2%"
Brasil,Parda,2013,Total,66+,"98,8%"
Brasil,Parda,2014,Total,Total,"91,9%"
Brasil,Parda,2014,Masc,14-19,"83,9%"
Brasil,Parda,2014,Masc,20-29,"90,6%"
Brasil,Parda,2014,Masc,30-39,"95,0%"
Brasil,Parda,2014,Masc,40-49,"96,7%"
Brasil,Parda,2014,Masc,50-59,"96,8%"
Brasil,Parda,2014,Masc,60-65,"97,2%"
Brasil,Parda,2014,Masc,66+,"99,3%"
Brasil,Parda,2014,Fem,14-19,"71,9%"
Brasil,Parda,2014,Fem,20-29,"84,4%"
Brasil,Parda,2014,Fem,30-39,"92,0%"
Brasil,Parda,2014,Fem,40-49,"94,4%"
Brasil,Parda,2014,Fem,50-59,"95,9%"
Brasil,Parda,2014,Fem,60-65,"97,5%"
Brasil,Parda,2014,Fem,66+,"97,0%"
Brasil,Parda,2014,Masc,Total,"93,6%"
Brasil,Parda,2014,Fem,Total,"89,5%"
Brasil,Parda,2014,Total,14-19,"79,3%"
Brasil,Parda,2014,Total,20-29,"88,0%"
Brasil,Parda,2014,Total,30-39,"93,8%"
Brasil,Parda,2014,Total,40-49,"95,8%"
Brasil,Parda,2014,Total,50-59,"96,4%"
Brasil,Parda,2014,Total,60-65,"97,3%"
Brasil,Parda,2014,Total,66+,"98,6%"
Brasil,Parda,2015,Total,Total,"89,8%"
Brasil,Parda,2015,Masc,14-19,"77,9%"
Brasil,Parda,2015,Masc,20-29,"88,3%"
Brasil,Parda,2015,Masc,30-39,"93,6%"
Brasil,Parda,2015,Masc,40-49,"95,4%"
Brasil,Parda,2015,Masc,50-59,"95,2%"
Brasil,Parda,2015,Masc,60-65,"96,6%"
Brasil,Parda,2015,Masc,66+,"97,8%"
Brasil,Parda,2015,Fem,14-19,"64,0%"
Brasil,Parda,2015,Fem,20-29,"81,5%"
Brasil,Parda,2015,Fem,30-39,"89,6%"
Brasil,Parda,2015,Fem,40-49,"92,6%"
Brasil,Parda,2015,Fem,50-59,"95,5%"
Brasil,Parda,2015,Fem,60-65,"97,4%"
Brasil,Parda,2015,Fem,66+,"98,3%"
Brasil,Parda,2015,Masc,Total,"91,6%"
Brasil,Parda,2015,Fem,Total,"87,1%"
Brasil,Parda,2015,Total,14-19,"72,4%"
Brasil,Parda,2015,Total,20-29,"85,5%"
Brasil,Parda,2015,Total,30-39,"91,9%"
Brasil,Parda,2015,Total,40-49,"94,2%"
Brasil,Parda,2015,Total,50-59,"95,3%"
Brasil,Parda,2015,Total,60-65,"96,9%"
Brasil,Parda,2015,Total,66+,"98,0%"
Brasil,Parda,2016,Total,Total,"86,6%"
Brasil,Parda,2016,Masc,14-19,"67,2%"
Brasil,Parda,2016,Masc,20-29,"84,2%"
Brasil,Parda,2016,Masc,30-39,"91,3%"
Brasil,Parda,2016,Masc,40-49,"93,4%"
Brasil,Parda,2016,Masc,50-59,"92,8%"
Brasil,Parda,2016,Masc,60-65,"94,7%"
Brasil,Parda,2016,Masc,66+,"97,4%"
Brasil,Parda,2016,Fem,14-19,"51,0%"
Brasil,Parda,2016,Fem,20-29,"78,5%"
Brasil,Parda,2016,Fem,30-39,"86,6%"
Brasil,Parda,2016,Fem,40-49,"90,7%"
Brasil,Parda,2016,Fem,50-59,"94,5%"
Brasil,Parda,2016,Fem,60-65,"95,5%"
Brasil,Parda,2016,Fem,66+,"97,7%"
Brasil,Parda,2016,Masc,Total,"88,4%"
Brasil,Parda,2016,Fem,Total,"84,0%"
Brasil,Parda,2016,Total,14-19,"60,6%"
Brasil,Parda,2016,Total,20-29,"81,8%"
Brasil,Parda,2016,Total,30-39,"89,3%"
Brasil,Parda,2016,Total,40-49,"92,2%"
Brasil,Parda,2016,Total,50-59,"93,5%"
Brasil,Parda,2016,Total,60-65,"95,0%"
Brasil,Parda,2016,Total,66+,"97,5%"
Brasil,Parda,2017,Total,Total,"85,4%"
Brasil,Parda,2017,Masc,14-19,"65,4%"
Brasil,Parda,2017,Masc,20-29,"83,0%"
Brasil,Parda,2017,Masc,30-39,"91,2%"
Brasil,Parda,2017,Masc,40-49,"91,6%"
Brasil,Parda,2017,Masc,50-59,"92,8%"
Brasil,Parda,2017,Masc,60-65,"93,2%"
Brasil,Parda,2017,Masc,66+,"96,5%"
Brasil,Parda,2017,Fem,14-19,"54,5%"
Brasil,Parda,2017,Fem,20-29,"75,9%"
Brasil,Parda,2017,Fem,30-39,"85,1%"
Brasil,Parda,2017,Fem,40-49,"89,3%"
Brasil,Parda,2017,Fem,50-59,"92,8%"
Brasil,Parda,2017,Fem,60-65,"95,2%"
Brasil,Parda,2017,Fem,66+,"97,1%"
Brasil,Parda,2017,Masc,Total,"87,5%"
Brasil,Parda,2017,Fem,Total,"82,6%"
Brasil,Parda,2017,Total,14-19,"60,9%"
Brasil,Parda,2017,Total,20-29,"80,0%"
Brasil,Parda,2017,Total,30-39,"88,5%"
Brasil,Parda,2017,Total,40-49,"90,6%"
Brasil,Parda,2017,Total,50-59,"92,8%"
Brasil,Parda,2017,Total,60-65,"93,9%"
Brasil,Parda,2017,Total,66+,"96,7%"
Brasil,Parda,2018,Total,Total,"85,9%"
Brasil,Parda,2018,Masc,14-19,"65,3%"
Brasil,Parda,2018,Masc,20-29,"82,8%"
Brasil,Parda,2018,Masc,30-39,"90,8%"
Brasil,Parda,2018,Masc,40-49,"92,0%"
Brasil,Parda,2018,Masc,50-59,"92,8%"
Brasil,Parda,2018,Masc,60-65,"94,1%"
Brasil,Parda,2018,Masc,66+,"96,3%"
Brasil,Parda,2018,Fem,14-19,"56,9%"
Brasil,Parda,2018,Fem,20-29,"77,1%"
Brasil,Parda,2018,Fem,30-39,"86,4%"
Brasil,Parda,2018,Fem,40-49,"89,3%"
Brasil,Parda,2018,Fem,50-59,"92,2%"
Brasil,Parda,2018,Fem,60-65,"96,0%"
Brasil,Parda,2018,Fem,66+,"96,5%"
Brasil,Parda,2018,Masc,Total,"87,6%"
Brasil,Parda,2018,Fem,Total,"83,6%"
Brasil,Parda,2018,Total,14-19,"61,8%"
Brasil,Parda,2018,Total,20-29,"80,4%"
Brasil,Parda,2018,Total,30-39,"88,9%"
Brasil,Parda,2018,Total,40-49,"90,8%"
Brasil,Parda,2018,Total,50-59,"92,5%"
Brasil,Parda,2018,Total,60-65,"94,8%"
Brasil,Parda,2018,Total,66+,"96,4%"
Brasil,Parda,2019,Total,Total,"86,4%"
Brasil,Parda,2019,Masc,14-19,"67,7%"
Brasil,Parda,2019,Masc,20-29,"84,2%"
Brasil,Parda,2019,Masc,30-39,"91,7%"
Brasil,Parda,2019,Masc,40-49,"93,5%"
Brasil,Parda,2019,Masc,50-59,"93,3%"
Brasil,Parda,2019,Masc,60-65,"94,0%"
Brasil,Parda,2019,Masc,66+,"95,0%"
Brasil,Parda,2019,Fem,14-19,"55,6%"
Brasil,Parda,2019,Fem,20-29,"75,7%"
Brasil,Parda,2019,Fem,30-39,"85,9%"
Brasil,Parda,2019,Fem,40-49,"89,5%"
Brasil,Parda,2019,Fem,50-59,"91,7%"
Brasil,Parda,2019,Fem,60-65,"95,5%"
Brasil,Parda,2019,Fem,66+,"96,6%"
Brasil,Parda,2019,Masc,Total,"88,8%"
Brasil,Parda,2019,Fem,Total,"83,2%"
Brasil,Parda,2019,Total,14-19,"62,7%"
Brasil,Parda,2019,Total,20-29,"80,6%"
Brasil,Parda,2019,Total,30-39,"89,1%"
Brasil,Parda,2019,Total,40-49,"91,7%"
Brasil,Parda,2019,Total,50-59,"92,6%"
Brasil,Parda,2019,Total,60-65,"94,5%"
Brasil,Parda,2019,Total,66+,"95,5%"
Brasil,Parda,2020,Total,Total,"84,5%"
Brasil,Parda,2020,Masc,14-19,"63,6%"
Brasil,Parda,2020,Masc,20-29,"82,5%"
Brasil,Parda,2020,Masc,30-39,"90,5%"
Brasil,Parda,2020,Masc,40-49,"90,5%"
Brasil,Parda,2020,Masc,50-59,"90,8%"
Brasil,Parda,2020,Masc,60-65,"92,5%"
Brasil,Parda,2020,Masc,66+,"97,2%"
Brasil,Parda,2020,Fem,14-19,"49,2%"
Brasil,Parda,2020,Fem,20-29,"71,7%"
Brasil,Parda,2020,Fem,30-39,"83,9%"
Brasil,Parda,2020,Fem,40-49,"87,1%"
Brasil,Parda,2020,Fem,50-59,"90,0%"
Brasil,Parda,2020,Fem,60-65,"95,0%"
Brasil,Parda,2020,Fem,66+,"95,2%"
Brasil,Parda,2020,Masc,Total,"87,1%"
Brasil,Parda,2020,Fem,Total,"80,8%"
Brasil,Parda,2020,Total,14-19,"57,7%"
Brasil,Parda,2020,Total,20-29,"78,0%"
Brasil,Parda,2020,Total,30-39,"87,7%"
Brasil,Parda,2020,Total,40-49,"89,0%"
Brasil,Parda,2020,Total,50-59,"90,5%"
Brasil,Parda,2020,Total,60-65,"93,4%"
Brasil,Parda,2020,Total,66+,"96,6%"
Brasil,Parda,2021,Total,Total,"83,8%"
Brasil,Parda,2021,Masc,14-19,"64,1%"
Brasil,Parda,2021,Masc,20-29,"82,2%"
Brasil,Parda,2021,Masc,30-39,"89,5%"
Brasil,Parda,2021,Masc,40-49,"92,0%"
Brasil,Parda,2021,Masc,50-59,"90,5%"
Brasil,Parda,2021,Masc,60-65,"92,6%"
Brasil,Parda,2021,Masc,66+,"95,7%"
Brasil,Parda,2021,Fem,14-19,"48,8%"
Brasil,Parda,2021,Fem,20-29,"70,9%"
Brasil,Parda,2021,Fem,30-39,"81,5%"
Brasil,Parda,2021,Fem,40-49,"85,2%"
Brasil,Parda,2021,Fem,50-59,"89,7%"
Brasil,Parda,2021,Fem,60-65,"93,5%"
Brasil,Parda,2021,Fem,66+,"95,3%"
Brasil,Parda,2021,Masc,Total,"87,0%"
Brasil,Parda,2021,Fem,Total,"79,3%"
Brasil,Parda,2021,Total,14-19,"58,1%"
Brasil,Parda,2021,Total,20-29,"77,4%"
Brasil,Parda,2021,Total,30-39,"86,1%"
Brasil,Parda,2021,Total,40-49,"89,1%"
Brasil,Parda,2021,Total,50-59,"90,2%"
Brasil,Parda,2021,Total,60-65,"92,9%"
Brasil,Parda,2021,Total,66+,"95,6%"
Brasil,Parda,2022,Total,Total,"88,8%"
Brasil,Parda,2022,Masc,14-19,"72,0%"
Brasil,Parda,2022,Masc,20-29,"87,3%"
Brasil,Parda,2022,Masc,30-39,"93,9%"
Brasil,Parda,2022,Masc,40-49,"94,2%"
Brasil,Parda,2022,Masc,50-59,"94,1%"
Brasil,Parda,2022,Masc,60-65,"92,6%"
Brasil,Parda,2022,Masc,66+,"98,2%"
Brasil,Parda,2022,Fem,14-19,"63,4%"
Brasil,Parda,2022,Fem,20-29,"79,2%"
Brasil,Parda,2022,Fem,30-39,"88,4%"
Brasil,Parda,2022,Fem,40-49,"90,7%"
Brasil,Parda,2022,Fem,50-59,"91,8%"
Brasil,Parda,2022,Fem,60-65,"96,4%"
Brasil,Parda,2022,Fem,66+,"96,3%"
Brasil,Parda,2022,Masc,Total,"91,0%"
Brasil,Parda,2022,Fem,Total,"85,9%"
Brasil,Parda,2022,Total,14-19,"68,5%"
Brasil,Parda,2022,Total,20-29,"83,8%"
Brasil,Parda,2022,Total,30-39,"91,6%"
Brasil,Parda,2022,Total,40-49,"92,7%"
Brasil,Parda,2022,Total,50-59,"93,2%"
Brasil,Parda,2022,Total,60-65,"94,0%"
Brasil,Parda,2022,Total,66+,"97,6%"
Brasil,Preta,2012,Total,Total,"90,9%"
Brasil,Preta,2012,Masc,14-19,"78,2%"
Brasil,Preta,2012,Masc,20-29,"89,7%"
Brasil,Preta,2012,Masc,30-39,"94,7%"
Brasil,Preta,2012,Masc,40-49,"95,7%"
Brasil,Preta,2012,Masc,50-59,"96,9%"
Brasil,Preta,2012,Masc,60-65,"97,1%"
Brasil,Preta,2012,Masc,66+,"99,5%"
Brasil,Preta,2012,Fem,14-19,"64,6%"
Brasil,Preta,2012,Fem,20-29,"83,7%"
Brasil,Preta,2012,Fem,30-39,"88,8%"
Brasil,Preta,2012,Fem,40-49,"93,6%"
Brasil,Preta,2012,Fem,50-59,"95,9%"
Brasil,Preta,2012,Fem,60-65,"97,4%"
Brasil,Preta,2012,Fem,66+,"99,0%"
Brasil,Preta,2012,Masc,Total,"92,7%"
Brasil,Preta,2012,Fem,Total,"88,3%"
Brasil,Preta,2012,Total,14-19,"73,2%"
Brasil,Preta,2012,Total,20-29,"87,3%"
Brasil,Preta,2012,Total,30-39,"92,2%"
Brasil,Preta,2012,Total,40-49,"94,8%"
Brasil,Preta,2012,Total,50-59,"96,5%"
Brasil,Preta,2012,Total,60-65,"97,2%"
Brasil,Preta,2012,Total,66+,"99,3%"
Brasil,Preta,2013,Total,Total,"91,2%"
Brasil,Preta,2013,Masc,14-19,"78,3%"
Brasil,Preta,2013,Masc,20-29,"89,6%"
Brasil,Preta,2013,Masc,30-39,"96,0%"
Brasil,Preta,2013,Masc,40-49,"96,4%"
Brasil,Preta,2013,Masc,50-59,"95,7%"
Brasil,Preta,2013,Masc,60-65,"99,2%"
Brasil,Preta,2013,Masc,66+,"98,4%"
Brasil,Preta,2013,Fem,14-19,"71,5%"
Brasil,Preta,2013,Fem,20-29,"80,0%"
Brasil,Preta,2013,Fem,30-39,"89,7%"
Brasil,Preta,2013,Fem,40-49,"94,6%"
Brasil,Preta,2013,Fem,50-59,"96,0%"
Brasil,Preta,2013,Fem,60-65,"96,6%"
Brasil,Preta,2013,Fem,66+,"99,2%"
Brasil,Preta,2013,Masc,Total,"93,2%"
Brasil,Preta,2013,Fem,Total,"88,3%"
Brasil,Preta,2013,Total,14-19,"75,6%"
Brasil,Preta,2013,Total,20-29,"85,7%"
Brasil,Preta,2013,Total,30-39,"93,4%"
Brasil,Preta,2013,Total,40-49,"95,6%"
Brasil,Preta,2013,Total,50-59,"95,8%"
Brasil,Preta,2013,Total,60-65,"98,2%"
Brasil,Preta,2013,Total,66+,"98,7%"
Brasil,Preta,2014,Total,Total,"91,1%"
Brasil,Preta,2014,Masc,14-19,"79,0%"
Brasil,Preta,2014,Masc,20-29,"89,6%"
Brasil,Preta,2014,Masc,30-39,"95,0%"
Brasil,Preta,2014,Masc,40-49,"96,3%"
Brasil,Preta,2014,Masc,50-59,"96,8%"
Brasil,Preta,2014,Masc,60-65,"95,9%"
Brasil,Preta,2014,Masc,66+,"97,8%"
Brasil,Preta,2014,Fem,14-19,"71,1%"
Brasil,Preta,2014,Fem,20-29,"82,7%"
Brasil,Preta,2014,Fem,30-39,"88,4%"
Brasil,Preta,2014,Fem,40-49,"94,1%"
Brasil,Preta,2014,Fem,50-59,"95,2%"
Brasil,Preta,2014,Fem,60-65,"96,2%"
Brasil,Preta,2014,Fem,66+,"97,3%"
Brasil,Preta,2014,Masc,Total,"93,1%"
Brasil,Preta,2014,Fem,Total,"88,2%"
Brasil,Preta,2014,Total,14-19,"75,6%"
Brasil,Preta,2014,Total,20-29,"86,7%"
Brasil,Preta,2014,Total,30-39,"92,4%"
Brasil,Preta,2014,Total,40-49,"95,3%"
Brasil,Preta,2014,Total,50-59,"96,1%"
Brasil,Preta,2014,Total,60-65,"96,0%"
Brasil,Preta,2014,Total,66+,"97,6%"
Brasil,Preta,2015,Total,Total,"89,6%"
Brasil,Preta,2015,Masc,14-19,"75,8%"
Brasil,Preta,2015,Masc,20-29,"87,3%"
Brasil,Preta,2015,Masc,30-39,"93,8%"
Brasil,Preta,2015,Masc,40-49,"94,4%"
Brasil,Preta,2015,Masc,50-59,"95,0%"
Brasil,Preta,2015,Masc,60-65,"95,2%"
Brasil,Preta,2015,Masc,66+,"99,2%"
Brasil,Preta,2015,Fem,14-19,"67,4%"
Brasil,Preta,2015,Fem,20-29,"79,6%"
Brasil,Preta,2015,Fem,30-39,"89,2%"
Brasil,Preta,2015,Fem,40-49,"92,3%"
Brasil,Preta,2015,Fem,50-59,"95,5%"
Brasil,Preta,2015,Fem,60-65,"93,9%"
Brasil,Preta,2015,Fem,66+,"100,0%"
Brasil,Preta,2015,Masc,Total,"91,4%"
Brasil,Preta,2015,Fem,Total,"87,2%"
Brasil,Preta,2015,Total,14-19,"72,4%"
Brasil,Preta,2015,Total,20-29,"84,0%"
Brasil,Preta,2015,Total,30-39,"91,9%"
Brasil,Preta,2015,Total,40-49,"93,5%"
Brasil,Preta,2015,Total,50-59,"95,2%"
Brasil,Preta,2015,Total,60-65,"94,7%"
Brasil,Preta,2015,Total,66+,"99,5%"
Brasil,Preta,2016,Total,Total,"85,8%"
Brasil,Preta,2016,Masc,14-19,"61,9%"
Brasil,Preta,2016,Masc,20-29,"82,0%"
Brasil,Preta,2016,Masc,30-39,"90,4%"
Brasil,Preta,2016,Masc,40-49,"93,4%"
Brasil,Preta,2016,Masc,50-59,"92,4%"
Brasil,Preta,2016,Masc,60-65,"92,2%"
Brasil,Preta,2016,Masc,66+,"97,5%"
Brasil,Preta,2016,Fem,14-19,"49,9%"
Brasil,Preta,2016,Fem,20-29,"76,4%"
Brasil,Preta,2016,Fem,30-39,"84,8%"
Brasil,Preta,2016,Fem,40-49,"90,8%"
Brasil,Preta,2016,Fem,50-59,"93,9%"
Brasil,Preta,2016,Fem,60-65,"97,1%"
Brasil,Preta,2016,Fem,66+,"99,5%"
Brasil,Preta,2016,Masc,Total,"87,6%"
Brasil,Preta,2016,Fem,Total,"83,4%"
Brasil,Preta,2016,Total,14-19,"56,5%"
Brasil,Preta,2016,Total,20-29,"79,6%"
Brasil,Preta,2016,Total,30-39,"88,0%"
Brasil,Preta,2016,Total,40-49,"92,3%"
Brasil,Preta,2016,Total,50-59,"93,0%"
Brasil,Preta,2016,Total,60-65,"94,1%"
Brasil,Preta,2016,Total,66+,"98,3%"
Brasil,Preta,2017,Total,Total,"84,6%"
Brasil,Preta,2017,Masc,14-19,"62,3%"
Brasil,Preta,2017,Masc,20-29,"83,7%"
Brasil,Preta,2017,Masc,30-39,"90,5%"
Brasil,Preta,2017,Masc,40-49,"90,3%"
Brasil,Preta,2017,Masc,50-59,"89,9%"
Brasil,Preta,2017,Masc,60-65,"89,7%"
Brasil,Preta,2017,Masc,66+,"93,5%"
Brasil,Preta,2017,Fem,14-19,"48,6%"
Brasil,Preta,2017,Fem,20-29,"74,0%"
Brasil,Preta,2017,Fem,30-39,"82,7%"
Brasil,Preta,2017,Fem,40-49,"88,3%"
Brasil,Preta,2017,Fem,50-59,"91,6%"
Brasil,Preta,2017,Fem,60-65,"91,0%"
Brasil,Preta,2017,Fem,66+,"98,6%"
Brasil,Preta,2017,Masc,Total,"86,9%"
Brasil,Preta,2017,Fem,Total,"81,4%"
Brasil,Preta,2017,Total,14-19,"56,4%"
Brasil,Preta,2017,Total,20-29,"79,6%"
Brasil,Preta,2017,Total,30-39,"87,2%"
Brasil,Preta,2017,Total,40-49,"89,4%"
Brasil,Preta,2017,Total,50-59,"90,6%"
Brasil,Preta,2017,Total,60-65,"90,2%"
Brasil,Preta,2017,Total,66+,"95,6%"
Brasil,Preta,2018,Total,Total,"85,4%"
Brasil,Preta,2018,Masc,14-19,"61,8%"
Brasil,Preta,2018,Masc,20-29,"83,1%"
Brasil,Preta,2018,Masc,30-39,"91,0%"
Brasil,Preta,2018,Masc,40-49,"92,7%"
Brasil,Preta,2018,Masc,50-59,"92,0%"
Brasil,Preta,2018,Masc,60-65,"92,7%"
Brasil,Preta,2018,Masc,66+,"95,2%"
Brasil,Preta,2018,Fem,14-19,"42,7%"
Brasil,Preta,2018,Fem,20-29,"74,3%"
Brasil,Preta,2018,Fem,30-39,"84,4%"
Brasil,Preta,2018,Fem,40-49,"88,4%"
Brasil,Preta,2018,Fem,50-59,"91,1%"
Brasil,Preta,2018,Fem,60-65,"94,4%"
Brasil,Preta,2018,Fem,66+,"97,5%"
Brasil,Preta,2018,Masc,Total,"88,0%"
Brasil,Preta,2018,Fem,Total,"81,9%"
Brasil,Preta,2018,Total,14-19,"53,7%"
Brasil,Preta,2018,Total,20-29,"79,4%"
Brasil,Preta,2018,Total,30-39,"88,1%"
Brasil,Preta,2018,Total,40-49,"90,8%"
Brasil,Preta,2018,Total,50-59,"91,6%"
Brasil,Preta,2018,Total,60-65,"93,4%"
Brasil,Preta,2018,Total,66+,"96,2%"
Brasil,Preta,2019,Total,Total,"85,6%"
Brasil,Preta,2019,Masc,14-19,"65,8%"
Brasil,Preta,2019,Masc,20-29,"84,0%"
Brasil,Preta,2019,Masc,30-39,"91,4%"
Brasil,Preta,2019,Masc,40-49,"93,4%"
Brasil,Preta,2019,Masc,50-59,"93,7%"
Brasil,Preta,2019,Masc,60-65,"91,3%"
Brasil,Preta,2019,Masc,66+,"96,4%"
Brasil,Preta,2019,Fem,14-19,"49,9%"
Brasil,Preta,2019,Fem,20-29,"73,4%"
Brasil,Preta,2019,Fem,30-39,"83,5%"
Brasil,Preta,2019,Fem,40-49,"87,1%"
Brasil,Preta,2019,Fem,50-59,"90,4%"
Brasil,Preta,2019,Fem,60-65,"96,0%"
Brasil,Preta,2019,Fem,66+,"94,8%"
Brasil,Preta,2019,Masc,Total,"88,9%"
Brasil,Preta,2019,Fem,Total,"81,3%"
Brasil,Preta,2019,Total,14-19,"58,7%"
Brasil,Preta,2019,Total,20-29,"79,4%"
Brasil,Preta,2019,Total,30-39,"88,0%"
Brasil,Preta,2019,Total,40-49,"90,6%"
Brasil,Preta,2019,Total,50-59,"92,3%"
Brasil,Preta,2019,Total,60-65,"93,0%"
Brasil,Preta,2019,Total,66+,"95,7%"
Brasil,Preta,2020,Total,Total,"82,6%"
Brasil,Preta,2020,Masc,14-19,"55,8%"
Brasil,Preta,2020,Masc,20-29,"78,7%"
Brasil,Preta,2020,Masc,30-39,"88,5%"
Brasil,Preta,2020,Masc,40-49,"91,1%"
Brasil,Preta,2020,Masc,50-59,"88,8%"
Brasil,Preta,2020,Masc,60-65,"92,5%"
Brasil,Preta,2020,Masc,66+,"98,1%"
Brasil,Preta,2020,Fem,14-19,"43,4%"
Brasil,Preta,2020,Fem,20-29,"68,8%"
Brasil,Preta,2020,Fem,30-39,"80,7%"
Brasil,Preta,2020,Fem,40-49,"84,0%"
Brasil,Preta,2020,Fem,50-59,"87,4%"
Brasil,Preta,2020,Fem,60-65,"93,3%"
Brasil,Preta,2020,Fem,66+,"98,4%"
Brasil,Preta,2020,Masc,Total,"85,7%"
Brasil,Preta,2020,Fem,Total,"78,4%"
Brasil,Preta,2020,Total,14-19,"49,7%"
Brasil,Preta,2020,Total,20-29,"74,5%"
Brasil,Preta,2020,Total,30-39,"85,1%"
Brasil,Preta,2020,Total,40-49,"88,0%"
Brasil,Preta,2020,Total,50-59,"88,2%"
Brasil,Preta,2020,Total,60-65,"92,8%"
Brasil,Preta,2020,Total,66+,"98,2%"
Brasil,Preta,2021,Total,Total,"83,5%"
Brasil,Preta,2021,Masc,14-19,"59,1%"
Brasil,Preta,2021,Masc,20-29,"81,2%"
Brasil,Preta,2021,Masc,30-39,"90,0%"
Brasil,Preta,2021,Masc,40-49,"91,9%"
Brasil,Preta,2021,Masc,50-59,"90,2%"
Brasil,Preta,2021,Masc,60-65,"87,8%"
Brasil,Preta,2021,Masc,66+,"94,5%"
Brasil,Preta,2021,Fem,14-19,"48,4%"
Brasil,Preta,2021,Fem,20-29,"72,0%"
Brasil,Preta,2021,Fem,30-39,"80,7%"
Brasil,Preta,2021,Fem,40-49,"86,2%"
Brasil,Preta,2021,Fem,50-59,"86,5%"
Brasil,Preta,2021,Fem,60-65,"90,8%"
Brasil,Preta,2021,Fem,66+,"94,9%"
Brasil,Preta,2021,Masc,Total,"86,6%"
Brasil,Preta,2021,Fem,Total,"79,4%"
Brasil,Preta,2021,Total,14-19,"54,6%"
Brasil,Preta,2021,Total,20-29,"77,2%"
Brasil,Preta,2021,Total,30-39,"86,0%"
Brasil,Preta,2021,Total,40-49,"89,4%"
Brasil,Preta,2021,Total,50-59,"88,6%"
Brasil,Preta,2021,Total,60-65,"88,9%"
Brasil,Preta,2021,Total,66+,"94,7%"
Brasil,Preta,2022,Total,Total,"89,1%"
Brasil,Preta,2022,Masc,14-19,"70,3%"
Brasil,Preta,2022,Masc,20-29,"88,8%"
Brasil,Preta,2022,Masc,30-39,"93,0%"
